auROC	Network	Method	Index
0.9349282452177021	Wikipedia	orig-py	13
0.7501572214705642	Wikipedia	orig-py	14
0.9724493029150825	Wikipedia	orig-py	15
0.7967073053662284	Wikipedia	orig-py	16
0.8602352576556308	Wikipedia	orig-py	17
0.8815054653221461	Wikipedia	orig-py	18
0.9474929409276927	Wikipedia	orig-py	19
0.89190049821395	Wikipedia	orig-py	20
0.7571318788958148	Wikipedia	orig-cpp	0
0.8682846937224502	Wikipedia	orig-cpp	1
0.8429493970472219	Wikipedia	orig-cpp	2
0.8130168808264047	Wikipedia	orig-cpp	3
0.7401863869516713	Wikipedia	orig-cpp	4
0.8838823922298273	Wikipedia	orig-cpp	5
0.6411887065892881	Wikipedia	orig-cpp	6
0.764722124132555	Wikipedia	orig-cpp	7
0.6452865678464059	Wikipedia	orig-cpp	8
0.8222888513513513	Wikipedia	orig-cpp	9
0.7490690905865768	Wikipedia	orig-cpp	10
0.8247391392032128	Wikipedia	orig-cpp	11
0.8614817210453646	Wikipedia	orig-cpp	12
0.9546262737895951	Wikipedia	orig-cpp	13
0.7643464873918233	Wikipedia	orig-cpp	14
0.9753344599352205	Wikipedia	orig-cpp	15
0.863000863972353	Wikipedia	orig-cpp	16
0.8587930633714909	Wikipedia	orig-cpp	17
0.9156185051189285	Wikipedia	orig-cpp	18
0.943616981577998	Wikipedia	orig-cpp	19
0.8781479131415679	Wikipedia	orig-cpp	20
0.7390017453250222	Wikipedia	pecanpy-PreComp	0
0.848558228200841	Wikipedia	pecanpy-PreComp	1
0.845903865659867	Wikipedia	pecanpy-PreComp	2
0.8054653565129757	Wikipedia	pecanpy-PreComp	3
0.7333051775792211	Wikipedia	pecanpy-PreComp	4
0.8499078119869674	Wikipedia	pecanpy-PreComp	5
0.6130321015936384	Wikipedia	pecanpy-PreComp	6
0.7304321814525897	Wikipedia	pecanpy-PreComp	7
0.6450149981551276	Wikipedia	pecanpy-PreComp	8
0.783025760135135	Wikipedia	pecanpy-PreComp	9
0.7039813094582358	Wikipedia	pecanpy-PreComp	10
0.7890756868968964	Wikipedia	pecanpy-PreComp	11
0.8392260520194543	Wikipedia	pecanpy-PreComp	12
0.9695736969559068	Wikipedia	pecanpy-PreComp	13
0.7355187406037513	Wikipedia	pecanpy-PreComp	14
0.9766476552598226	Wikipedia	pecanpy-PreComp	15
0.8028165498704043	Wikipedia	pecanpy-PreComp	16
0.8572264390806643	Wikipedia	pecanpy-PreComp	17
0.9188938495881764	Wikipedia	pecanpy-PreComp	18
0.944600898088142	Wikipedia	pecanpy-PreComp	19
0.8561219214137996	Wikipedia	pecanpy-PreComp	20
0.7394324131789849	Wikipedia	pecanpy-SparseOTF	0
0.8405800653594773	Wikipedia	pecanpy-SparseOTF	1
0.7961777301927195	Wikipedia	pecanpy-SparseOTF	2
0.8090944822373393	Wikipedia	pecanpy-SparseOTF	3
0.7509578261480522	Wikipedia	pecanpy-SparseOTF	4
0.856904110434785	Wikipedia	pecanpy-SparseOTF	5
0.6035250861976463	Wikipedia	pecanpy-SparseOTF	6
0.709932640771643	Wikipedia	pecanpy-SparseOTF	7
0.6345167371466663	Wikipedia	pecanpy-SparseOTF	8
0.7199429898648649	Wikipedia	pecanpy-SparseOTF	9
0.7016501265019186	Wikipedia	pecanpy-SparseOTF	10
0.7853899320885085	Wikipedia	pecanpy-SparseOTF	11
0.8372992673491474	Wikipedia	pecanpy-SparseOTF	12
0.8961920395260771	Wikipedia	pecanpy-SparseOTF	13
0.7288303038461914	Wikipedia	pecanpy-SparseOTF	14
0.9452489086044219	Wikipedia	pecanpy-SparseOTF	15
0.8205433426130364	Wikipedia	pecanpy-SparseOTF	16
0.8635727137851573	Wikipedia	pecanpy-SparseOTF	17
0.893351166191979	Wikipedia	pecanpy-SparseOTF	18
0.9677583869242345	Wikipedia	pecanpy-SparseOTF	19
0.8232304004512127	Wikipedia	pecanpy-SparseOTF	20
0.7379562600178093	Wikipedia	pecanpy-DenseOTF	0
0.8342612859097127	Wikipedia	pecanpy-DenseOTF	1
0.80623323565874	Wikipedia	pecanpy-DenseOTF	2
0.8459541446208112	Wikipedia	pecanpy-DenseOTF	3
0.748430174376763	Wikipedia	pecanpy-DenseOTF	4
0.8585831951214722	Wikipedia	pecanpy-DenseOTF	5
0.6108657514482626	Wikipedia	pecanpy-DenseOTF	6
0.7173494193902358	Wikipedia	pecanpy-DenseOTF	7
0.6492779541526132	Wikipedia	pecanpy-DenseOTF	8
0.6179180743243242	Wikipedia	pecanpy-DenseOTF	9
0.7271798241109855	Wikipedia	pecanpy-DenseOTF	10
0.7835497674173905	Wikipedia	pecanpy-DenseOTF	11
0.8447028970183972	Wikipedia	pecanpy-DenseOTF	12
0.9225324643663964	Wikipedia	pecanpy-DenseOTF	13
0.7211194198787203	Wikipedia	pecanpy-DenseOTF	14
0.9638272778481903	Wikipedia	pecanpy-DenseOTF	15
0.6977421522511278	Wikipedia	pecanpy-DenseOTF	16
0.8568456878517171	Wikipedia	pecanpy-DenseOTF	17
0.9298726041105381	Wikipedia	pecanpy-DenseOTF	18
0.9298558332193101	Wikipedia	pecanpy-DenseOTF	19
0.8549022372626434	Wikipedia	pecanpy-DenseOTF	20
0.7049146927871772	Wikipedia	nodevectors	0
0.7782476440188478	Wikipedia	nodevectors	1
0.831456102783726	Wikipedia	nodevectors	2
0.8825497606449988	Wikipedia	nodevectors	3
0.7088384742169116	Wikipedia	nodevectors	4
0.7816644356325613	Wikipedia	nodevectors	5
0.5509783287417277	Wikipedia	nodevectors	6
0.69575338214794	Wikipedia	nodevectors	7
0.591468157558536	Wikipedia	nodevectors	8
0.5562288851351351	Wikipedia	nodevectors	9
0.6289091893607686	Wikipedia	nodevectors	10
0.7007232310788238	Wikipedia	nodevectors	11
0.794342791039021	Wikipedia	nodevectors	12
0.8927871410229322	Wikipedia	nodevectors	13
0.6844427079847148	Wikipedia	nodevectors	14
0.9200394310660471	Wikipedia	nodevectors	15
0.389434578093501	Wikipedia	nodevectors	16
0.7824402744576993	Wikipedia	nodevectors	17
0.8599058963898084	Wikipedia	nodevectors	18
0.7982971154204968	Wikipedia	nodevectors	19
0.7125728520398571	Wikipedia	nodevectors	20
